content,label
"Jangan salahkan si rekapnya, salahkan yang buat aplikasi, kenapa pada ppwp ga bisa di edit, di kira kpps yang curang, aneh bin ajaibðŸ˜Œ, ga mau putaran ke dua, puteren dewe pakkk, sekian terimakasih",negatif
"Menurut saya aplikasi ini GK layak untuk di terbitkan , karena gak berguna. LOADING TERUS , LEMOT , GK bisa di pergunakan saat saat penting. Pokoknya aplikasi ini perlu harus banyak banyak di perbaiki. ðŸ™…ðŸ™…ðŸ™…ðŸ™…ðŸ¤¦ðŸ¤¦ðŸ¤¦ðŸ¤¦ðŸ¤¦",negatif
"Sudah berapa x ada pemilu, masalah sirekap selalu sama, selalu over load, lemot, susah login. Pemerintah harusnya sudah mengatisipasi masalah ini, ini aplikasi seperti baru di kembangkan, waktu hari H kelabakan. Kita petugas KPPS sudah capek, ditambah aplikasi yg masalah, bikin emosi",negatif
"Aplikasi mempersulit kerja Belum layak dipakai, kamera tidak singkron dengan kamera utama Sara adakan foto manual yang bisa ambil dari galeri untuk mempermudah pekerjaan",negatif
"Aplikasi produk KPU ini, tidak layak untuk dijadikan alat bantu demokrasi di Indonesia, karena : 1. Sudah di setting untuk memenangkan salah satu paslon 2. Tidak bisa membaca angka digital dengan sempurna 3. Tidak bisa meng upload poto dari galeri HP Saya mohon kepada admin siRekap yg ada di KPU, buang aplikasi ini, ganti dengan yg lebih baik.",negatif
Mempersulit. Aplikasi nya terburu2 bgt dibuat untuk digunakan nyatanya jdi down server nya. Mana kamera nya gk bisa di fokuskan jdi ngeblur trus,negatif
"Buat apa sih app gini kl ngga bisa di gunakan untuk upload data (uji coba dan hari H), setiap upload data selalu loading lama 5 jam baru terupload mending pake manual aja kalau sudah selesai di hitung mending langsung di kirim kke PPK,jujur KPU kurang siap untuk mengeluarkan app ini,terakhir denger kabar app ini pernah di hack pas pemilu.",negatif
"Aplikasi mantap, menambah lama kerja anggota, server selalu sibuk. Padahal udah tau tgl 14 dipake seluruh Indonesia tapi malah selalu server bermasalah. Mantapp.",negatif
"untuk aplikasinya baguss semangat buat pengembang aplikasi ini, dan untuk kedepannya tolong di tingkatkan lagii fiturnya seperti bisa ngambil foto dari galeri supaya lebih cepet dan juga tolong pas Hari H ni aplikasii tolong servernya di banyakin lagi supaya tidak teejadi eror saat hari H tolong tingkatkan lagii semangat Dev:')",positif
"Aplikasinya tidak layak di gunakan dan banyak hasil yg di input oleh kpps tidak sesuai, harusnya ada batasan maksimal pengimputan suaranya sesuai Dpt yg di tetapkan",negatif
"develover paling bodoh sedunia dan lembaga paling korupsi, masa sirekap 1 dan sirekap 2, datanya tidak singkron.... ngabisin anggaran aja, tidak ada perubahan sejak 5 tahun yang lalu, kami sebagai bangsa indonesia merasa dirugikan oleh develover Aplikasi ini, karena uang negara di habiskan untuk biaya aplikasi ini.",negatif
"Aplikasi gaje, nunggu verifikasi gambar bisa sampe 2 hari, pas ada kesalahan ya gimana c hasilnya udah di kecamatan.. buat aja pemilu jadi 3 hari kalau mau makai aplikasi gaje gini",negatif
Aplikasi tingkat nasional hasilnya receh. Hasil suara bisa pesanan. Moso kalah sama anak yg baru belajar coding. Habisin uang negara bikin aplikasi receh. Bikin rusuh,negatif
"Aplikasi cacat ..... ""Harap tunggu beberapa saat ????"" Udh 3 hari upload foto ga ada perkembangan. Saya selesai perhitungn manual jam 21.00 wib tp gegara aplikasi ini.... nginep d tps sampe subuh Sampe saat ini pun fto belum terunggah... Mnding gausah pake aplikasi",negatif
"Kualitas gambar kurang baik, pakai kamera biasa gambar jernih tapi pakai sirekap gambar buram. Tolong di tingkatkan kualitas gambarnya",negatif
"BisaÂ²nya orang ini di percaya bikin aplikasi, cuma nambah beban petugas doang Saya dari pagi sampe sekarang data sudah di kunci cuma tinggal pdf, dari pagi sampe sekarang jam 24.00 masih muter, poloooongo dia.",negatif
"Sudah berkali"" ulang ambil foto tetap gambar gagal dikenali. Terlalu ribet aplikasinya. Kenapa ga dibuat simpel aja Bapak ketua KPU RI yang terhormat. Contoh yg simpel bisa upload file pdf foto hasil dr C-pleno..",negatif
"SangatÂ² trouble system. Server Belum siap, di hari H sangat down dan tdk bsa beroperasi. Sesi habis sebelum 1 menit sdh auto logout. So bd",negatif
"Ya kali aplikasi ga bisa dipake, anggota KPPS nya yang disalahin. Dari awal bimtek pun aplikasi udah bermasalah, sampe gini hari pun ini aplikasi tetep buruk.",negatif
"Sekedar saran, sekiranya bisa bukalah sayembara untuk developer handal indonesia untuk pengembangannya, dan para bug hunter untuk pengujian sistem keamanan dan gunakan rakyat indonesia yg ingin berkontribusi untuk indonesia sebagai tolak ukur pengguna aplikasi...",positif
Aplikasi gagal belum layak untuk digunakan...lain kalai kalau aplikasinya belum siap jangan di gunakan perbaiki dulu servernya biar bisa diakses seluruh Indonesia,negatif
Setelah update clear cache data malah tidak bisa login muncul sertifikat error... ðŸ˜´. Kapok jadi IT apk eror truss bagian celup tinta ae enak gaji sama ðŸ˜‚,negatif
"aplikasi ga layak digunakan, jatuhnya mempersulit pekerjaan ya bukan mempermudah. sebaiknya gunakan cara yg lebih efisien daripada menggunakan aplikasi ga jelas begini.",negatif
"Harus foto tegak lurus tapi tak ada garis bantu pemotretan apk sekelas nasional pun tak mampu memberikan jawaban permasalahan sirekap yang di alami pengguna, sedangkan permintaan pembaharuan terus menerus tapi tak mampu mengevaluasi apa yang menjadi kekurangan apk sirekap.",negatif
"Aplikasi gagal, kamera gak bisa fokus gak bisa upload dari galeri, sekali foto butuh proses 5 - 10 menit untuk proses, tiap 30 menit force close",negatif
"lelet, proses verifikasi sangat lambat, pengambilan gambar tidak tersimpan dalam file manajer, gagal membaca nomor, tidak tersedia menu edit pada kolom waktu penghitungan.",negatif
"Apk yang sangat mudah, Sangat mudah di uninstall & tdk usah digunakan selamanya. RIBET & LEMOT. BINTANG SETENGAH SAJA KALO ADA.",negatif
"Update versi 2.4 mantab,..ringan",positif
"""Saya sangat kecewa dengan APK Si Rekap. Setelah menggunakan aplikasi ini untuk merekap data selama beberapa waktu, saya menemukan bahwa hasilnya tidak konsisten dan rentan terhadap manipulasi. Apk sampah kurang dana seperti nyaa",negatif
Sekelas nasional pakai aplikasi bobrok. Ngeliat aplikasi ini rasanya Malu. Begitu banyak pakar-pakar IT diindonesia tapi kok gk pernah dilibatkan? Inilah cerminan indonesia. Ataukah ada maksud tertentu? Sangat-sangat memalðŸ¤®ðŸ¤®,negatif
"Jika sudah upload kemarin dan sudah terkirim, kemudian sistem mendeteksi angka. Lalu dihari ini sistem gagal mendeteksi angka, dan harus foto ulang(Plano sudah dikumpulkan), bagaimana solusinya?",negatif
"Aplikasi yang Tidak boleh ada di Indonesia ini, bapak/ibu/kak, kalau belum full service jangan dipake lah, kasian orangÂ² nunggu hasil yang jujur, dan tidak di utak Atik oleh pusat.. Kita harus adil jangan Berat ke sebelah pihat dong",negatif
"aplikasi paling buruk... kalah sama aplikasi pijat online. pembuatnya tidak menguasai skrip android. tapi pakai webpage, programmer paling paraaaah. aplikasi web diimplementasikan ke android. buuuruk",negatif
"Mohon jadi evaluasi bagi vendor aplikasi ini. Karena aplikasinya lemot, sering error, loading lama, salah membaca data. Memperlambat kinerja petugas kpps.",negatif
Kalo belom siap buat bikin aplikasi tuh g usah dilaunchingin.aplikasi sekelas national kok g layak buat digunain upload gambar aj mentalÂ² terus mana dh diuberÂ² buat kerjain. tapi giliran bisa hasil yg kebaca sama difoto beda aj pakai jauh.ðŸ˜­ðŸ˜­ðŸ˜­,negatif
"Kabarnya tidak ada tender terbuka. Tidak ada uji publik. IP address, server tidak berada di Indonesia. Banyak backdoor. Tidak user friendly. Banyak BUG. Dst.. Dst...",negatif
"Sekelas instalasi nasional. Kebanyakan gaya, pakai aplikasi yg smart taunya gak smart. Bikin aplikasi biasa aja pak yg penting mudah di akses",negatif
Aplikasi nya lama memproses gambar klau kita foto secara online....harus nya bisa di perbaiki masalah ini secepat nya..,negatif
Sbagus apapun kamera hp Hasil photo tetep buram..log out sendiri.. Buat fokus gambar pun tak ada.. Aplikasi cuma buat kisruh 1 negara Apa ini tujuan aplikasi ini di buat..,negatif
"Aplikasnya belum sempurna. Untuk sesi login dibatasi tapi tidak ada pilihan re-login tau menu logout guna login ulang. Sehingga untuk upload data online tidak bisa dilakukan, sedangkan untuk upload data secara offline kemungkinan data tidak akan terdeteksi. Harapannya untuk developer bisa segera benahi aplikasinya. Kesimpulannya, aplikasi ini bisa disebut aplikasi demo saja atau masih seri beta. Belum final. Terima kasih",negatif
"Aplikasi sangat tidak layak digunakan, tidak akan mempercepat tapi malah mempersulit mohon disempurnakan lagi, sangat banyak kekurangan: 1. Pada saat hp posisi online di aplikasi terdeteksi offline 2. Saat unggah foto aplikasi tidak benar "" Bisa membaca angka di c. Plano 3. Unggah foto pada menu DPR waktunya sangat lama Dll.....!!!!! Masih banyak kekurangan ! !!!!!!",negatif
"Kualitas gambar untuk foto simulasi burem ga jelas, dlm aplikasi ga ada fitur buat fokusin camera, jadi banyak bgt kesalahan baca data dan ada beberapa bug juga untuk kunci data & buat dokumen pdf loadingnya lama banget, bahkan ada yang ga bisa sampai berhari2 mungkin itu bug tolong diperbaiki, pemilu tinggal berapa hari lagi.. ini aplikasi bisa dibilang belum berfungsi secara optimal!",negatif
"Aplikasinya terlalu banyak manual, bukan mempermudah tpi memperlama, penjumlahan masih manual tidak otomatis, jika terjadi ketidak sesuaian suara hanya diberi tanda saja dan tidak bisa mengubah angka yang sebenarnya.ketika kirim foto mental, ketika foto C hasil meskipun buram tapi tetap lolos verifikasi, tidak bisa hapus foto dan edit jumlah suara sebelum mengunci dokumen. Ketika login sulit. Ketika mau kirim pdf ke saksi/pengawas mental lagi, Kalau belum siap jangan dipaksakan",negatif
"Segera perbaiki menu detail pemilihan, sebab gagal lakukan koreksi hasil pengambilan foto form C, periksa form C Hasil, dalam jendela periksa kesesuaian data, hanya bisa kasih x (cross) tidak sesuai, tp jumlah yg perlu dikoreksi tidak muncul editable box nya. Terima kasih.",negatif
Untuk aplikasi sekelas nasional ini benar benar jelek. Unggah gambar susah dibuat mode pesawat bisa tapi harus masukkan angka secara manual. Belum lagi untuk membuat dokumen pdf nya lama mulai sore sampai pagi tetap tidak bisa dibuat. Untuk tim pembuat aplikasi kalau ada komen komen gini tolong dibaca dan diperbaiki karena yang memakai aplikasi ini kan kpps untuk kelancaran pemilu juga. Besok yang buat lama bukan penghitungan suara tapi sirekap bermasalah. Bukan mempermudah jadi mempersulit,negatif
"Bukannya mempermudah, malah mempersulit. Login error, susah, lama. Kualitas upolad gambar jelek, tulisan bagus malah tidak terbaca, verifikasi gambar juga lama, membuat berkas ke pdf juga lama. Tolong segera diperbaiki jika memang berniat mempermudah !!",negatif
"Aplikasi belum layak untuk dioperasikan 1.bisa dilihat dari komenan kawan2,pas unggah selalu logout sendiri. 2.kualitas gambar,bukan kesalah spek android,camera saat poto biasa jernih dan fokus,diaplikasi ini hasil poto buram dan tidak dapat difokuskan secara manual,mungkin mengingat kualitas gambar HD memakan penyimpanan besar mungkin,tapi ini kualitasnya buram,terlalu kecil,tolong perbaiki secepatnya,!!!",negatif
"Mohon dibenahi kembali, tulisan X kadang sering terbaca jadi 8, Hati-hati buat kawan si rekap walau tulisan sudah hijau itu belum tentu data sama dengan yg sudah difoto. Semoga secepatnya si rekap ini berfungsi dengan semestinya pada hari H nanti dan mempermudah merekap data selayaknya.",negatif
"Aplikasi di bwt untuk formalitas aja, mangkanya tiap kali di perbarui aplikasinya, gak ada peningkatan kualitas baik aplikasinya yg kurang stabil maupun server yg di gunakan. Sehingga pas waktu pencatatan hasil pemilu melalui aplikasi seringkali terjadi error.",negatif
"Sering sekali app log out sendiri, hasil gambar jika memang kurang jelas mohon ada peringatannya jadi bisa difoto ulang mengingat fotonya jg tdk bisa diambil dari galeri. Tulisan yg tdk terbaca mohon diberi peringatan jg, karena jika meng klik detail sering terjadi problem shg membuat sulit petugas :(( mohon diperbaiki lagiðŸ™",negatif
"Mempersulit, sepertinya apk nya belom layak digunakan. Angka yg terfoto dengan yg terbaca tidak sesuai,kadang juga tidak terbaca. Bisa di edit jatuhnya nyalin hasil. Mohon di tingkatkan terimakasih.",negatif
"Developernya lebih baik mundur saja, tidak profesional dalam mengembangkan aplikasi untuk acara penting seperti ini. Tujuan digitalisasi adalah memudahkan dan mengefisiensi waktu, tapi tidak dengan apk ini, mempersulit, menghabiskan banyak waktu, dan menambah pekerjaan bagian IT KPPS. Foto tida ada stabiliter/auto fokus, selalu gagal dalam verifikasi foto meskipun difoto dalam posisi sempurna, sering log out ketika kirim foto, nunggu upload foto terlalu lama dan ujung ujungnya disuruh ngulangi.",negatif
"Sampai saat ini versi 2.41, mohon untuk fitur kamera lebih ditingkatkan.. Karena aplikasi tidak sinkron ke lensa utama handphone tetapi malah sinkron ke lensa ultra wide, yg menyebabkan hasil foto kurang maksimal bahkan kurang jelas untuk membaca teks maupun angka",negatif
"tujuan dibuatnya aplikasi adalah untuk mempermudah bukan untuk mempersulit & menguji kesabaran, mau login aja susah saat inisialisasi, aplikasi diperbaharui malah akun jadi invalid username/password, saat upload gambar hasilnya kurang jernih & fokusnya ga merata. Setidaknya kalau hasil foto dari aplikasinya kurang bagus tolong dikasih opsi buat upload foto dari gallery. Baru simulasi aja susah apalagi pas hari H",negatif
"Tolong untuk disempurnakan lagi fiturnya, tidak ada autofokus pada saat scan membuat gambar susah terdeteksi dan gagal berkali-kali pada saat hendak mengirim ke server. Pemrosesan gambar juga sangat lambat, dan aplikasi hanya sekali input, membuat kalau ada kesalahan tidak dapat dikoreksi",negatif
"Untuk developer tolong yang maksimal dalam pengembangan, aplikasi belum mateng seperti ini jangan berani rilis! Pemilu tinggal besok,udah di pakai buat bimtek malah problemnya macem2 dari yang invalid username dan password, masih ada yg blm bisa login, kasian bos yang pegang aplikasi nya sabarnya sampai habis! Jaringan bagus di bilangnya aplikasi tidak ada jaringan/offline ga bisa buat upload. Daripada kacau saran saya di siapkan dulu secara matang 2-3 tahun di trial and error baru di lepas",negatif
"Username dan pasword salah terus padahal dari awal saya masuk aja gabisa, apalagi ganti pasword, ini maksutnya gimana..?? username sama pasword sesuai yg di kirimkan sama aktivasi KPU.. Persiapan dari pembuatan aplikasi/sistem kayaknya kurang.. Kalau jaringan/penyimpanan pengaruh, saya memakai device ram 8/256, dan menggunakan wifi yg hanya saya saja yg pake.. Karena sengaja untuk masuk di aplikasi ini aja..",negatif
Sangat-sangat tidak layak dipakai terutama saat benar-benar dibutuhkan.,negatif
Hadehhhh.....,negatif
Kalo ujung2nya ga bisa buat upload mending ga usah bikin aplikasi ini deh,negatif
App parah. Junkies nyampah,negatif
Lebih baik tdk dipaksakan utk digunakan kalau aplikasi belum stabil.,negatif
Hancur lah kau sirekap. Sirekap ASU.,negatif
Aplikasinya Belum di QC Tingkat Tinggi ini...BUGS !!! 2024,negatif
Aplikasi apaan ini 16 jadi 166.000 dll dll 0 jd 48.,negatif
Fake app,negatif
PAKE FEATURE UPLOAD DONG BOOMER BOOMER FUTURISTIK BIAR G NGEREPOTIN ORANG,negatif
Salah satu aplikasi yang wajib di install. Sangat membantu dalam ngenolah data,positif
Apk babi jadi bahan sengketa asu,negatif
App dungu,negatif
"Very bad application, almost all the file is failed and missing",negatif
Apk yang tidak bermutu dan gampang dijebol,negatif
aplikasi tidak berguna ðŸ‘Ž,negatif
